movie_title,director_name,imdb_score,duration,genres
A Man for All Seasons ,Fred Zinnemann,7.9,120.0,Biography|Drama|History
Network ,Sidney Lumet,8.1,121.0,Drama|Romance
Gone with the Wind ,Victor Fleming,8.2,226.0,Drama|History|Romance|War
Desert Dancer ,Richard Raymond,6.0,104.0,Biography|Drama
Major Dundee ,Sam Peckinpah,6.8,152.0,Adventure|War|Western
Down for Life ,Alan Jacobs,7.3,92.0,Drama
Annie Get Your Gun ,George Sidney,7.0,107.0,Biography|Comedy|Musical|Romance|Western
Four Lions ,Christopher Morris,7.3,97.0,Comedy|Crime|Drama
House of Sand ,Andrucha Waddington,7.5,115.0,Drama
Defendor ,Peter Stebbings,6.8,95.0,Comedy|Crime|Drama
The Pirate ,Vincente Minnelli,7.1,102.0,Adventure|Comedy|Musical|Romance
The Good Heart ,Dagur Kári,6.9,99.0,Drama
The History Boys ,Nicholas Hytner,6.9,109.0,Comedy|Drama
Unknown ,Jaume Collet-Serra,6.9,113.0,Action|Mystery|Thriller
M*A*S*H             ,,8.4,25.0,Comedy|Drama|War
Midnight Cowboy ,John Schlesinger,7.9,113.0,Drama
The Full Monty ,Peter Cattaneo,7.2,91.0,Comedy|Drama|Music
Airplane! ,Jim Abrahams,7.8,88.0,Comedy
Chain of Command ,Kevin Carraway,3.5,88.0,Action|Thriller
Friday ,F. Gary Gray,7.3,97.0,Comedy|Drama
Menace II Society ,Albert Hughes,7.5,97.0,Crime|Drama|Thriller
Empire             ,,7.8,42.0,Drama|Music
Creepshow 2 ,Michael Gornick,6.0,85.0,Comedy|Fantasy|Horror|Thriller
The Ballad of Cable Hogue ,Sam Peckinpah,7.3,121.0,Comedy|Drama|Romance|Western
In Cold Blood ,Richard Brooks,8.0,134.0,Biography|Crime|Drama|History
The Nun's Story ,Fred Zinnemann,7.6,149.0,Drama
Harper ,Jack Smight,7.0,121.0,Action|Crime|Drama|Mystery|Thriller
Frenzy ,Alfred Hitchcock,7.5,116.0,Thriller
The Witch ,Robert Eggers,6.8,92.0,Horror|Mystery
I Got the Hook Up ,Michael Martin,3.9,93.0,Comedy
She's the One ,Edward Burns,6.1,96.0,Comedy|Drama|Romance
Gods and Monsters ,Bill Condon,7.5,105.0,Biography|Drama
The Secret in Their Eyes ,Juan José Campanella,8.2,129.0,Drama|Mystery|Thriller
Day of the Dead ,George A. Romero,7.2,87.0,Horror
Train ,Gideon Raff,4.8,94.0,Horror|Thriller
Evil Dead II ,Sam Raimi,7.8,37.0,Comedy|Fantasy|Horror|Thriller
Pootie Tang ,Louis C.K.,5.2,81.0,Action|Adventure|Comedy|Musical
Sharknado ,Anthony C. Ferrante,3.3,97.0,Horror
La otra conquista ,Salvador Carrasco,6.8,106.0,Drama|History
Trollhunter ,André Øvredal,7.0,103.0,Comedy|Drama|Fantasy|Horror
Ira & Abby ,Robert Cary,6.5,101.0,Comedy|Romance
The Watch ,Akiva Schaffer,5.7,102.0,Action|Comedy|Sci-Fi
Winter Passing ,Adam Rapp,6.4,98.0,Comedy|Drama
D.E.B.S. ,Angela Robinson,5.3,91.0,Action|Comedy|Romance
The Masked Saint ,Warren P. Sonoda,4.7,105.0,Action|Biography|Crime|Drama|Family|Fantasy
The Betrayed ,Amanda Gusack,6.1,98.0,Crime|Drama|Mystery|Thriller
Taxman ,Avi Nesher,5.5,104.0,Action|Comedy|Crime|Thriller
The Secret             ,,7.3,45.0,Drama|Thriller
2:13 ,Charles Adelman,4.8,96.0,Horror|Thriller
"Batman: The Dark Knight Returns, Part 2 ",Jay Oliva,8.4,148.0,Action|Animation|Crime|Sci-Fi|Thriller
Time to Choose ,Charles Ferguson,7.0,100.0,Documentary
In the Name of the King: The Last Job ,Uwe Boll,3.3,86.0,Action|Adventure|Fantasy|Thriller
Wicked Blood ,Mark Young,5.4,92.0,Action|Crime|Drama|Thriller
Dawn Patrol ,Daniel Petrie Jr.,4.8,88.0,Drama|Thriller
Lords of London ,Antonio Simoncini,3.1,90.0,Crime|Mystery|Thriller
High Anxiety ,Mel Brooks,6.7,94.0,Comedy
March of the Penguins ,Luc Jacquet,7.6,80.0,Documentary
Margin Call ,J.C. Chandor,7.1,107.0,Biography|Drama|Thriller
August ,Eldar Rapaport,6.1,99.0,Drama|Romance
Choke ,Clark Gregg,6.5,92.0,Comedy|Drama
Whiplash ,Damien Chazelle,8.5,107.0,Drama|Music
City of God ,Fernando Meirelles,8.7,135.0,Crime|Drama
Human Traffic ,Justin Kerrigan,7.1,99.0,Comedy|Music
Day One ,Nathan Frankowski,6.6,102.0,Biography|Drama|Music
The Dead Girl ,Karen Moncrieff,6.7,93.0,Crime|Drama|Mystery
The Hunt ,Thomas Vinterberg,8.3,115.0,Drama
A Christmas Story ,Bob Clark,8.1,94.0,Comedy|Family
Bella ,Alejandro Monteverde,7.4,91.0,Drama|Romance
Class of 1984 ,Mark L. Lester,6.6,98.0,Action|Crime|Drama|Thriller
The Opposite Sex ,Jennifer Finnigan,4.5,97.0,Comedy
Dreaming of Joseph Lees ,Eric Styles,6.4,92.0,Drama|Romance
The Class ,Laurent Cantet,7.5,128.0,Drama
Rosemary's Baby ,Roman Polanski,8.0,136.0,Drama|Horror
The Man Who Shot Liberty Valance ,John Ford,8.1,113.0,Drama|Western
Adam ,Max Mayer,7.2,99.0,Drama|Romance
Maria Full of Grace ,Joshua Marston,7.5,101.0,Crime|Drama
Beginners ,Mike Mills,7.2,105.0,Comedy|Drama|Romance
Feast ,John Gulager,6.4,95.0,Action|Comedy|Horror|Thriller
Animal House ,John Landis,7.6,109.0,Comedy
Goldfinger ,Guy Hamilton,7.8,110.0,Action|Adventure|Thriller
Antiviral ,Brandon Cronenberg,5.7,108.0,Horror|Sci-Fi|Thriller
It's a Wonderful Life ,Frank Capra,8.6,118.0,Drama|Family|Fantasy|Romance
Trainspotting ,Danny Boyle,8.2,94.0,Drama
The Original Kings of Comedy ,Spike Lee,6.6,115.0,Comedy|Documentary
Paranormal Activity 2 ,Tod Williams,5.7,98.0,Horror
Waking Ned Devine ,Kirk Jones,7.4,91.0,Comedy
Bowling for Columbine ,Michael Moore,8.0,120.0,Crime|Documentary|Drama
Coming Home ,Yimou Zhang,7.3,109.0,Drama
A Nightmare on Elm Street 2: Freddy's Revenge ,Jack Sholder,5.4,87.0,Fantasy|Horror
A Room with a View ,James Ivory,7.4,117.0,Drama|Romance
The Purge ,James DeMonaco,5.7,85.0,Horror|Sci-Fi|Thriller
Sinister ,Scott Derrickson,6.8,110.0,Horror|Mystery
Martin Lawrence Live: Runteldat ,David Raynr,5.4,113.0,Biography|Comedy|Documentary
Cat on a Hot Tin Roof ,Richard Brooks,8.1,108.0,Drama|Romance
Beneath the Planet of the Apes ,Ted Post,6.1,95.0,Action|Adventure|Sci-Fi
Air Bud ,Charles Martin Smith,5.1,98.0,Comedy|Drama|Family|Sport
Pokémon 3: The Movie ,Kunihiko Yuyama,5.6,93.0,Action|Adventure|Animation|Family|Fantasy|Sci-Fi
Jason Lives: Friday the 13th Part VI ,Tom McLoughlin,5.9,86.0,Horror|Thriller
The Bridge on the River Kwai ,David Lean,8.2,161.0,Adventure|Drama|War
Spaced Invaders ,Patrick Read Johnson,5.3,100.0,Adventure|Comedy|Sci-Fi
Family Plot ,Alfred Hitchcock,6.8,120.0,Comedy|Thriller
The Apartment ,Billy Wilder,8.3,125.0,Comedy|Drama|Romance
Jason Goes to Hell: The Final Friday ,Adam Marcus,4.3,91.0,Fantasy|Horror|Thriller
Torn Curtain ,Alfred Hitchcock,6.7,128.0,Thriller
Dave Chappelle's Block Party ,Michel Gondry,7.2,100.0,Comedy|Documentary|Music
Slow West ,John Maclean,6.9,84.0,Western
Krush Groove ,Michael Schultz,6.6,97.0,Comedy|Drama|Music
Next Day Air ,Benny Boom,5.9,84.0,Action|Comedy|Crime
Elmer Gantry ,Richard Brooks,7.9,146.0,Drama
Judgment at Nuremberg ,Stanley Kramer,8.3,186.0,Drama|War
Trippin' ,David Raynr,5.2,94.0,Comedy
Robot Chicken             ,,7.8,11.0,Animation|Comedy
Red River ,Howard Hawks,7.8,126.0,Action|Adventure|Romance|Western
Phat Girlz ,Nnegest Likké,3.0,99.0,Comedy
Before Midnight ,Richard Linklater,7.9,109.0,Drama|Romance
Teen Wolf Too ,Christopher Leitch,3.2,95.0,Comedy|Fantasy
Phantasm II ,Don Coscarelli,6.5,97.0,Action|Fantasy|Horror|Sci-Fi|Thriller
Woman Thou Art Loosed ,Michael Schultz,6.9,94.0,Drama
Real Women Have Curves ,Patricia Cardoso,7.0,90.0,Comedy|Drama
Deadline Gallipoli             ,,7.4,197.0,Drama|War
Water ,Deepa Mehta,7.8,117.0,Drama|Romance
East Is East ,Damien O'Donnell,6.9,96.0,Comedy|Drama
Whipped ,Peter M. Cohen,4.4,82.0,Comedy|Romance
Kama Sutra: A Tale of Love ,Mira Nair,6.0,109.0,Crime|Drama|History|Romance
Please Give ,Nicole Holofcener,6.6,90.0,Comedy|Drama
Willy Wonka & the Chocolate Factory ,Mel Stuart,7.8,89.0,Family|Fantasy|Musical
Warlock: The Armageddon ,Anthony Hickox,5.3,98.0,Fantasy|Horror
8 Heads in a Duffel Bag ,Tom Schulman,5.3,95.0,Comedy|Crime
Days of Heaven ,Terrence Malick,8.0,94.0,Drama|Romance
Thirteen Conversations About One Thing ,Jill Sprecher,7.1,104.0,Drama
Jawbreaker ,Darren Stein,5.4,87.0,Comedy|Crime|Thriller
Basquiat ,Julian Schnabel,6.9,108.0,Biography|Drama
Frances Ha ,Noah Baumbach,7.4,86.0,Comedy|Drama|Romance
Tsotsi ,Gavin Hood,7.3,94.0,Crime|Drama
Happiness ,Todd Solondz,7.8,134.0,Comedy|Drama
DysFunktional Family ,George Gallo,6.6,89.0,Comedy|Documentary
Tusk ,Kevin Smith,5.4,102.0,Comedy|Drama|Horror
Oldboy ,Chan-wook Park,8.4,120.0,Drama|Mystery|Thriller
Letters to God ,David Nixon,6.3,110.0,Drama|Family
Hobo with a Shotgun ,Jason Eisener,6.1,86.0,Action|Comedy|Thriller
Compadres ,Enrique Begne,5.0,101.0,Action|Comedy
Freeway ,Matthew Bright,6.9,102.0,Comedy|Crime|Drama|Thriller
Love's Abiding Joy ,Michael Landon Jr.,7.2,87.0,Drama|Family|Western
Fish Tank ,Andrea Arnold,7.3,123.0,Drama
Damsels in Distress ,Whit Stillman,5.7,99.0,Comedy|Drama|Romance
Creature             ,,5.0,173.0,Horror|Sci-Fi|Thriller
Bachelorette ,Leslye Headland,5.3,87.0,Comedy|Romance
BrainDead             ,,7.9,44.0,Comedy|Drama|Horror|Sci-Fi|Thriller
Brave New Girl ,Bobby Roth,5.0,120.0,Drama|Family|Music
Tim and Eric's Billion Dollar Movie ,Tim Heidecker,5.3,93.0,Comedy
The Gambler ,Rupert Wyatt,6.0,111.0,Crime|Drama|Thriller
The Grand             ,,7.6,60.0,Drama
Summer Storm ,Marco Kreuzpaintner,7.4,98.0,Comedy|Drama|Romance|Sport
Fort McCoy ,Kate Connor,5.9,100.0,Drama|History|War
Chain Letter ,Deon Taylor,4.1,88.0,Horror|Thriller
Just Looking ,Jason Alexander,6.7,97.0,Comedy|Drama
The Divide ,Xavier Gens,5.8,122.0,Drama|Sci-Fi|Thriller
The Eclipse ,Conor McPherson,6.2,86.0,Drama|Horror|Romance
Demonic ,Will Canon,5.3,83.0,Horror|Thriller
My Big Fat Independent Movie ,Philip Zlotorynski,3.3,80.0,Comedy
Alice in Wonderland ,Tim Burton,6.5,108.0,Adventure|Family|Fantasy
The Deported ,Lance Kawas,6.2,90.0,Comedy
Tanner Hall ,Francesca Gregorini,5.9,96.0,Drama
Open Road ,Marcio Garcia,5.5,85.0,Action|Drama|Thriller
They Came Together ,David Wain,5.5,83.0,Comedy
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo ,Craig Moss,2.6,80.0,Comedy
Never Back Down 2: The Beatdown ,Michael Jai White,5.8,90.0,Action|Drama|Sport
Point Blank ,John Boorman,7.4,92.0,Crime|Thriller
Four Single Fathers ,Paolo Monico,5.1,100.0,Comedy
Enter the Dangerous Mind ,Youssef Delara,5.2,88.0,Thriller
Something Wicked ,Darin Scott,4.8,95.0,Drama|Horror|Mystery|Thriller
AWOL-72 ,Christian Sesma,3.9,82.0,Thriller
Iguana ,Monte Hellman,6.2,97.0,Adventure|Crime|Drama
Cinderella ,Kenneth Branagh,7.0,105.0,Drama|Family|Fantasy|Romance
Chicago Overcoat ,Brian Caunter,6.2,94.0,Action|Adventure|Crime|Drama
Barry Munday ,Chris D'Arienzo,5.9,95.0,Comedy|Drama|Romance
Central Station ,Walter Salles,8.0,113.0,Drama
Pocketful of Miracles ,Frank Capra,7.3,136.0,Comedy|Drama
Close Range ,Isaac Florentine,4.9,80.0,Action|Crime
Boynton Beach Club ,Susan Seidelman,6.5,105.0,Comedy|Romance
Amnesiac ,Michael Polish,4.3,90.0,Drama|Horror|Mystery|Thriller
Freakonomics ,Heidi Ewing,6.4,93.0,Documentary
The Omen ,Richard Donner,7.6,107.0,Fantasy|Horror|Mystery
High Tension ,Alexandre Aja,6.8,89.0,Horror
Griff the Invisible ,Leon Ford,6.1,90.0,Comedy|Drama|Romance|Sci-Fi
Unnatural ,Hank Braxtan,4.0,89.0,Action|Horror|Thriller
Hustle & Flow ,Craig Brewer,7.4,116.0,Crime|Drama|Music
Some Like It Hot ,Billy Wilder,8.3,120.0,Comedy|Music|Romance
Friday the 13th Part VII: The New Blood ,John Carl Buechler,5.3,88.0,Horror
The Wizard of Oz ,Victor Fleming,8.1,102.0,Adventure|Family|Fantasy|Musical
Young Frankenstein ,Mel Brooks,8.0,106.0,Comedy
Diary of the Dead ,George A. Romero,5.7,95.0,Horror
Lage Raho Munna Bhai ,Rajkumar Hirani,8.2,144.0,Comedy|Drama|Romance
Ulee's Gold ,Victor Nunez,7.1,113.0,Drama
The Black Stallion ,Carroll Ballard,7.4,118.0,Adventure|Family|Sport
Sardaar Ji ,Rohit Jugraj,6.6,141.0,Romance
Journey to Saturn ,Thorbjørn Christoffersen,5.7,90.0,Action|Adventure|Animation|Comedy|Sci-Fi
Donovan's Reef ,John Ford,6.9,109.0,Adventure|Comedy|Romance
The Dress ,Alex van Warmerdam,7.0,95.0,Comedy|Drama
A Guy Named Joe ,Victor Fleming,7.0,122.0,Drama|Fantasy|Romance|War
Blazing Saddles ,Mel Brooks,7.8,93.0,Comedy|Western
Friday the 13th: The Final Chapter ,Joseph Zito,5.9,97.0,Horror|Thriller
Ida ,Pawel Pawlikowski,7.4,82.0,Drama
Maurice ,James Ivory,7.8,140.0,Drama|Romance
Beer League ,Frank Sebastiano,6.0,86.0,Comedy|Sport
The Astronaut's Wife ,Rand Ravich,5.3,109.0,Drama|Sci-Fi|Thriller
Riding Giants ,Stacy Peralta,7.9,105.0,Documentary|History|Sport
Timecrimes ,Nacho Vigalondo,7.2,66.0,Horror|Mystery|Sci-Fi|Thriller
Silver Medallist ,Hao Ning,7.4,99.0,Action|Adventure|Comedy
Timber Falls ,Tony Giglio,5.3,100.0,Horror|Thriller
Singin' in the Rain ,Stanley Donen,8.3,103.0,Comedy|Musical|Romance
"Fat, Sick & Nearly Dead ",Joe Cross,7.6,97.0,Documentary
A Haunted House ,Michael Tiddes,5.1,86.0,Comedy|Fantasy
2016: Obama's America ,Dinesh D'Souza,5.1,87.0,Documentary
Halloween II ,Rob Zombie,4.9,119.0,Horror
That Thing You Do! ,Tom Hanks,6.9,149.0,Comedy|Drama|Music
Halloween III: Season of the Witch ,Tommy Lee Wallace,4.6,98.0,Horror|Mystery|Sci-Fi
Escape from the Planet of the Apes ,Don Taylor,6.3,98.0,Action|Sci-Fi
Hud ,Martin Ritt,7.9,112.0,Drama
Kevin Hart: Let Me Explain ,Leslie Small,6.7,75.0,Comedy|Documentary
My Own Private Idaho ,Gus Van Sant,7.1,104.0,Drama
Garden State ,Zach Braff,7.6,102.0,Comedy|Drama|Romance
Before Sunrise ,Richard Linklater,8.1,105.0,Drama|Romance
Sur le seuil ,Éric Tessier,6.6,99.0,Action|Drama|Horror|Thriller
Jesus' Son ,Alison Maclean,7.0,107.0,Drama
Saving Face ,Alice Wu,7.6,96.0,Comedy|Drama|Romance
Brick Lane ,Sarah Gavron,6.7,101.0,Drama
Robot & Frank ,Jake Schreier,7.1,89.0,Comedy|Crime|Drama|Sci-Fi
My Life Without Me ,Isabel Coixet,7.6,106.0,Drama|Romance
The Spectacular Now ,James Ponsoldt,7.1,95.0,Comedy|Drama|Romance
Marilyn Hotchkiss' Ballroom Dancing and Charm School ,Randall Miller,7.1,34.0,Comedy|Family|Musical|Romance|Short
Religulous ,Larry Charles,7.7,101.0,Comedy|Documentary|War
Fuel ,Joshua Tickell,7.6,112.0,Documentary
Valley of the Heart's Delight ,Tim Boxell,6.6,100.0,Drama
Dodgeball: A True Underdog Story ,Rawson Marshall Thurber,6.7,92.0,Comedy|Sport
Eye of the Dolphin ,Michael D. Sellers,5.7,100.0,Comedy|Drama|Family
8: The Mormon Proposition ,Reed Cowan,7.1,80.0,Documentary
The Other End of the Line ,James Dodson,6.2,106.0,Comedy|Drama|Romance
Anatomy ,Stefan Ruzowitzky,6.1,103.0,Horror|Thriller
Sleep Dealer ,Alex Rivera,5.9,90.0,Drama|Romance|Sci-Fi|Thriller
Super ,James Gunn,6.8,96.0,Comedy|Crime|Drama
Christmas Mail ,John Murlowski,5.8,89.0,Comedy|Drama|Family|Romance
Stung ,Benni Diez,5.0,87.0,Comedy|Horror
Antibirth ,Danny Perez,6.3,94.0,Horror
Get on the Bus ,Spike Lee,6.8,120.0,Drama|History
Thr3e ,Robby Henson,5.1,101.0,Drama|Horror|Mystery|Thriller
Idiocracy ,Mike Judge,6.6,84.0,Adventure|Comedy|Sci-Fi
The Rise of the Krays ,Zackary Adler,5.0,110.0,Crime|Drama
This Is England ,Shane Meadows,7.7,101.0,Crime|Drama
Alien Uprising ,Dominic Burns,3.1,101.0,Comedy|Sci-Fi
Bathing Beauty ,George Sidney,6.5,101.0,Comedy|Musical
Go for It! ,Carmen Marron,3.9,105.0,Drama|Musical
"Dancer, Texas Pop. 81 ",Tim McCanlies,6.8,97.0,Comedy|Drama|Family
Show Boat ,George Sidney,7.0,108.0,Drama|Family|Musical|Romance
Redemption Road ,Mario Van Peebles,5.9,95.0,Drama
The Calling ,Jason Stone,5.8,108.0,Thriller
The Brave Little Toaster ,Jerry Rees,7.3,90.0,Adventure|Animation|Comedy|Family|Fantasy|Musical
Fantasia ,James Algar,7.8,120.0,Animation|Family|Fantasy|Music
The French Connection ,William Friedkin,7.8,104.0,Action|Crime|Drama|Thriller
8 Days ,Jaco Booyens,6.9,90.0,Drama|Thriller
Friday the 13th Part III ,Steve Miner,5.7,91.0,Horror|Thriller
Friday the 13th: A New Beginning ,Danny Steinmann,4.7,92.0,Horror|Mystery|Thriller
The Last Sin Eater ,Michael Landon Jr.,5.9,117.0,Drama
Do You Believe? ,Jon Gunn,5.9,120.0,Drama
Impact Point ,Hayley Cloake,4.3,90.0,Thriller
The Valley of Decision ,Tay Garnett,7.5,119.0,Drama
Eden ,Shyam Madiraju,4.8,90.0,Drama|Thriller
Chicken Tikka Masala ,Harmage Singh Kalirai,5.8,90.0,Comedy|Drama|Romance
Always Woodstock ,Rita Merson,5.3,97.0,Comedy|Music|Romance
Jack Brooks: Monster Slayer ,Jon Knautz,6.0,90.0,Action|Comedy|Horror
The Best Years of Our Lives ,William Wyler,8.1,172.0,Drama|Romance|War
Bully ,Larry Clark,7.0,115.0,Biography|Crime|Drama
Elling ,Petter Næss,7.6,89.0,Comedy|Drama
Mi America ,Robert Fontaine,7.2,125.0,Crime|Drama
[Rec] ,Jaume Balagueró,7.5,78.0,Horror
Lies in Plain Sight ,Patricia Cardoso,6.3,89.0,Drama
Sharkskin ,Dan Perri,6.7,100.0,Comedy|Drama|Mystery|Romance|Thriller
Containment ,Neil Mcenery-West,4.8,77.0,Horror|Sci-Fi|Thriller
The Timber ,Anthony O'Brien,5.5,81.0,Adventure|Drama|Western
From Russia with Love ,Terence Young,7.5,115.0,Action|Adventure|Thriller
The Toxic Avenger Part II ,Michael Herz,5.1,96.0,Action|Comedy|Horror|Sci-Fi
In the Heat of the Night             ,,7.4,60.0,Crime|Drama|Mystery
Sleeper ,Woody Allen,7.3,89.0,Comedy|Sci-Fi
It Follows ,David Robert Mitchell,6.9,100.0,Horror|Mystery
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask ,Woody Allen,6.8,88.0,Comedy
To Kill a Mockingbird ,Robert Mulligan,8.4,129.0,Crime|Drama
Mad Max 2: The Road Warrior ,George Miller,7.6,87.0,Action|Adventure|Sci-Fi|Thriller
The Legend of Drunken Master ,Chia-Liang Liu,7.6,102.0,Action|Comedy
Lolita ,Stanley Kubrick,7.7,152.0,Crime|Drama|Romance
Boys Don't Cry ,Kimberly Peirce,7.6,118.0,Biography|Crime|Drama|Romance
Silent House ,Chris Kentis,5.3,86.0,Drama|Horror|Mystery|Thriller
The Lives of Others ,Florian Henckel von Donnersmarck,8.5,137.0,Drama|Thriller
Courageous ,Alex Kendrick,7.0,129.0,Drama
The Hustler ,Robert Rossen,8.0,134.0,Drama|Sport
Boom Town ,Jack Conway,7.1,119.0,Adventure|Drama|Romance|Western
The Triplets of Belleville ,Sylvain Chomet,7.8,80.0,Animation|Comedy|Drama
Smoke Signals ,Chris Eyre,7.2,89.0,Comedy|Drama
American Splendor ,Shari Springer Berman,7.5,101.0,Biography|Comedy|Drama
Before Sunset ,Richard Linklater,8.0,80.0,Drama|Romance
Amores Perros ,Alejandro G. Iñárritu,8.1,115.0,Drama|Thriller
Thirteen ,Catherine Hardwicke,6.8,100.0,Drama
Gentleman's Agreement ,Elia Kazan,7.4,118.0,Drama|Romance
Winter's Bone ,Debra Granik,7.2,100.0,Drama
Touching the Void ,Kevin Macdonald,8.1,106.0,Adventure|Documentary|Drama|Sport
Alexander's Ragtime Band ,Henry King,7.0,106.0,Drama|Musical|Romance
Me and You and Everyone We Know ,Miranda July,7.4,91.0,Comedy|Drama
Inside Job ,Charles Ferguson,8.3,105.0,Crime|Documentary
We Are Your Friends ,Max Joseph,6.1,96.0,Drama|Music|Romance
Ghost Dog: The Way of the Samurai ,Jim Jarmusch,7.5,116.0,Action|Crime|Drama|Thriller
Harsh Times ,David Ayer,7.0,116.0,Action|Crime|Drama|Thriller
Captive ,Jerry Jameson,5.3,97.0,Crime|Drama|Thriller
Full Frontal ,Steven Soderbergh,4.7,101.0,Comedy|Romance
Witchboard ,Kevin Tenney,5.7,98.0,Horror|Mystery|Thriller
Strangers with Candy             ,,8.1,22.0,Comedy
Hamlet ,Kenneth Branagh,7.8,150.0,Drama
Shortbus ,John Cameron Mitchell,6.5,101.0,Comedy|Drama|Romance
Waltz with Bashir ,Ari Folman,8.0,90.0,Animation|Biography|Documentary|Drama|History|War
"The Book of Mormon Movie, Volume 1: The Journey ",Gary Rogers,3.3,120.0,Adventure
No End in Sight ,Charles Ferguson,8.3,102.0,Documentary|War
The Diary of a Teenage Girl ,Marielle Heller,6.9,102.0,Drama|Romance
Get Real             ,,7.3,60.0,Comedy|Drama|Romance
In the Shadow of the Moon ,David Sington,8.1,100.0,Documentary|History
Meek's Cutoff ,Kelly Reichardt,6.5,104.0,Drama|Western
Inside Deep Throat ,Fenton Bailey,6.8,89.0,Biography|Documentary|History
Dinner Rush ,Bob Giraldi,7.3,99.0,Crime|Drama|Romance
Clockwatchers ,Jill Sprecher,6.4,96.0,Comedy|Drama
The Virginity Hit ,Huck Botko,4.6,86.0,Comedy
Subway ,Luc Besson,6.5,98.0,Comedy|Drama|Thriller
House of D ,David Duchovny,7.0,96.0,Comedy|Drama
Teeth ,Mitchell Lichtenstein,5.4,94.0,Comedy|Fantasy|Horror|Thriller
Six-String Samurai ,Lance Mungia,6.7,91.0,Action|Adventure|Comedy|Drama|Music|Sci-Fi
Hum To Mohabbat Karega ,Kundan Shah,2.8,,Action|Comedy|Romance|Thriller
It's All Gone Pete Tong ,Michael Dowse,7.4,90.0,Biography|Comedy|Drama|Music
Saint John of Las Vegas ,Hue Rhodes,5.8,85.0,Comedy|Drama
24 7: Twenty Four Seven ,Shane Meadows,7.1,96.0,Comedy|Drama|Romance|Sport
Stonewall ,Roland Emmerich,4.5,129.0,Drama
Eureka             ,,7.9,60.0,Comedy|Drama|Sci-Fi
Roadside Romeo ,Jugal Hansraj,5.3,93.0,Animation|Comedy|Family|Romance
This Thing of Ours ,Danny Provenzano,5.4,100.0,Crime|Drama
The Lost Medallion: The Adventures of Billy Stone ,Bill Muir,4.8,97.0,Adventure|Family|Fantasy
The Last Five Years ,Richard LaGravenese,5.9,94.0,Comedy|Drama|Musical|Romance
The Missing Person ,Noah Buschel,6.2,95.0,Drama
Return of the Living Dead III ,Brian Yuzna,5.9,97.0,Horror|Romance|Sci-Fi
London ,Hunter Richards,6.6,92.0,Drama|Romance
Sherrybaby ,Laurie Collyer,6.6,96.0,Drama
Stealing Harvard ,Bruce McCulloch,5.1,85.0,Comedy|Crime
Circle ,Aaron Hann,6.0,87.0,Drama|Horror|Mystery|Sci-Fi|Thriller
Eden Lake ,James Watkins,6.8,91.0,Horror|Thriller
Plush ,Catherine Hardwicke,5.4,99.0,Thriller
Vampire Killers ,Phil Claydon,5.2,88.0,Action|Comedy|Fantasy|Horror
Gangster's Paradise: Jerusalema ,Ralph Ziman,7.8,119.0,Action|Crime|Drama
Freeze Frame ,John Simpson,6.4,99.0,Crime|Drama|Thriller
Grave Encounters ,Colin Minihan,6.1,92.0,Horror
Stitches ,Conor McMahon,5.7,86.0,Comedy|Horror
Nine Dead ,Chris Shadley,5.5,83.0,Crime|Drama|Horror|Mystery|Thriller
"To Be Frank, Sinatra at 100 ",Simon Napier-Bell,7.4,81.0,Documentary
Bananas ,Woody Allen,7.1,82.0,Comedy
Supercapitalist ,Simon Yin,3.9,102.0,Thriller
Rockaway ,Jeff Crook,4.6,90.0,Action|Crime|Drama|Thriller
Wings             ,,7.3,30.0,Comedy|Drama
The Lady from Shanghai ,Orson Welles,7.7,92.0,Crime|Drama|Film-Noir|Mystery|Thriller
No Man's Land: The Rise of Reeker ,Dave Payne,4.9,88.0,Horror|Thriller
Highway ,James Cox,6.3,97.0,Crime|Drama
Small Apartments ,Jonas Åkerlund,6.1,96.0,Comedy|Crime|Drama
Coffee Town ,Brad Copeland,6.6,87.0,Comedy
The Ghastly Love of Johnny X ,Paul Bunnell,5.7,106.0,Comedy|Fantasy|Musical|Sci-Fi
All Is Bright ,Phil Morrison,5.6,107.0,Comedy|Drama
The Torture Chamber of Dr. Sadism ,Harald Reinl,6.0,80.0,Horror|Mystery
Straight A's ,James Cox,5.7,91.0,Comedy|Drama
A Funny Thing Happened on the Way to the Forum ,Richard Lester,7.0,99.0,Comedy|Musical
Slacker Uprising ,Michael Moore,5.3,102.0,Documentary
The Legend of Hell's Gate: An American Conspiracy ,Tanner Beard,4.4,108.0,Action|Adventure|History|Western
The Walking Deceased ,Scott Dow,3.4,88.0,Comedy|Horror
The Curse of Downers Grove ,Derick Martini,4.5,89.0,Drama|Horror|Mystery|Thriller
Shark Lake ,Jerry Dugan,3.4,92.0,Thriller
River's Edge ,Tim Hunter,7.1,99.0,Crime|Drama
Northfork ,Michael Polish,6.4,103.0,Drama|Fantasy
The Marine 4: Moving Target ,William Kaufman,5.2,90.0,Action|Thriller
Buried ,Rodrigo Cortés,7.0,95.0,Drama|Mystery|Thriller
Submarine ,Richard Ayoade,7.3,97.0,Comedy|Drama|Romance
The Square ,Jehane Noujaim,8.1,108.0,Documentary|Drama|History|News
One to Another ,Pascal Arnold,5.8,95.0,Drama
