movie_title,imdb_score,title_year
Home for the Holidays ,6.6,1995.0
Kung Fu Hustle ,7.8,2004.0
Fired Up             ,6.7,
The Country Bears ,4.0,2002.0
The Kite Runner ,7.6,2007.0
21 Grams ,7.7,2003.0
Paparazzi ,5.8,2004.0
Twilight ,5.2,2008.0
A Guy Thing ,5.6,2003.0
Loser ,5.3,2000.0
Capitalism: A Love Story ,7.4,2009.0
The Greatest Story Ever Told ,6.6,1965.0
Secret in Their Eyes ,6.2,2015.0
Disaster Movie ,1.9,2008.0
Armored ,5.7,2009.0
The Man Who Knew Too Little ,6.6,1997.0
What's Your Number? ,6.0,2011.0
Lockout ,6.1,2012.0
Envy ,4.8,2004.0
Crank: High Voltage ,6.2,2009.0
Bullets Over Broadway ,7.5,1994.0
One Night with the King ,6.3,2006.0
The Quiet American ,7.1,2002.0
The Weather Man ,6.6,2005.0
Undisputed ,6.1,2002.0
Ghost Town ,6.7,2008.0
12 Rounds ,5.6,2009.0
Let Me In ,7.2,2010.0
3 Ninjas Kick Back ,4.3,1994.0
Be Kind Rewind ,6.4,2008.0
Mrs Henderson Presents ,7.1,2005.0
Triple 9 ,6.3,2016.0
Deconstructing Harry ,7.4,1997.0
Three to Tango ,6.1,1999.0
Burnt ,6.6,2015.0
We're No Angels ,6.0,1989.0
Everyone Says I Love You ,6.8,1996.0
Death at a Funeral ,7.4,2007.0
Death Sentence ,6.8,2007.0
Everybody's Fine ,7.2,2009.0
Superbabies: Baby Geniuses 2 ,1.9,2004.0
The Man ,5.5,2005.0
Code Name: The Cleaner ,4.5,2007.0
Connie and Carla ,6.3,2004.0
Sweet Charity ,7.0,1969.0
Inherent Vice ,6.7,2014.0
Doogal ,2.8,2006.0
Battle of the Year ,5.0,2013.0
Perception             ,7.5,
An American Carol ,4.3,2008.0
Machete Kills ,5.6,2013.0
Willard ,6.2,2003.0
Strange Wilderness ,5.3,2008.0
Topsy-Turvy ,7.4,1999.0
Little Boy ,7.4,2015.0
A Dangerous Method ,6.5,2011.0
A Scanner Darkly ,7.1,2006.0
Chasing Mavericks ,7.2,2012.0
Alone in the Dark ,2.3,2005.0
Bandslam ,6.4,2009.0
Birth ,6.1,2004.0
A Most Violent Year ,7.0,2014.0
Passchendaele ,6.5,2008.0
Flash of Genius ,7.0,2008.0
I'm Not There. ,7.0,2007.0
The Cold Light of Day ,4.9,2012.0
The Brothers Bloom ,6.9,2008.0
"Synecdoche, New York ",7.5,2008.0
Princess Mononoke ,8.4,1997.0
Bon voyage ,6.9,2003.0
Can't Stop the Music ,4.5,1980.0
The Proposition ,7.4,2005.0
Courage ,7.0,2015.0
Marci X ,2.8,2003.0
Equilibrium ,7.5,2002.0
The Children of Huang Shi ,7.1,2008.0
The Yards ,6.4,2000.0
The Oogieloves in the Big Balloon Adventure ,6.7,2012.0
By the Sea ,5.3,2015.0
Steamboy ,6.9,2004.0
The Game of Their Lives ,6.2,2005.0
All Good Things ,6.3,2010.0
Rapa Nui ,6.4,1994.0
CJ7 ,6.5,2008.0
Les couloirs du temps: Les visiteurs II ,6.0,1998.0
Dylan Dog: Dead of Night ,5.1,2010.0
People I Know ,5.5,2002.0
The Doombolt Chase             ,7.2,
The Tempest ,5.4,2010.0
Regression ,5.7,2015.0
The Touch ,5.2,2007.0
Three Kingdoms: Resurrection of the Dragon ,6.2,2008.0
Shattered ,6.7,2007.0
Zambezia ,5.8,2012.0
Ramanujan ,7.0,2014.0
Dwegons and Leprechauns ,4.8,2014.0
Hands of Stone ,7.2,2016.0
Survivor ,5.6,2015.0
The Frozen Ground ,6.4,2013.0
The Painted Veil ,7.5,2006.0
The Baader Meinhof Complex ,7.4,2008.0
Dances with Wolves ,8.0,1990.0
Bad Teacher ,5.7,2011.0
Sea of Love ,6.8,1989.0
A Cinderella Story ,5.9,2004.0
Scream ,7.2,1996.0
Thir13en Ghosts ,5.5,2001.0
The Shining ,8.4,1980.0
Back to the Future ,8.5,1985.0
House on Haunted Hill ,5.6,1999.0
I Can Do Bad All by Myself ,4.1,2009.0
Fight Valley ,5.0,2016.0
The Switch ,6.1,2010.0
Just Married ,5.4,2003.0
The Devil's Double ,7.1,2011.0
"Gone, Baby, Gone             ",6.6,
Thomas and the Magic Railroad ,3.6,2000.0
The Crazies ,6.5,2010.0
Spirited Away ,8.6,2001.0
Firestorm ,6.2,2013.0
The Bounty ,7.0,1984.0
The Book Thief ,7.6,2013.0
Sex Drive ,6.5,2008.0
Leap Year ,6.4,2010.0
The Fall of the Roman Empire ,6.7,1964.0
Take Me Home Tonight ,6.3,2011.0
Won't Back Down ,6.4,2012.0
The Nutcracker ,5.7,1993.0
Kansas City ,6.3,1996.0
Indignation ,7.8,2016.0
The Amityville Horror ,6.0,2005.0
Adaptation. ,7.7,2002.0
Land of the Dead ,6.2,2005.0
Out of Inferno ,5.7,2013.0
Fear and Loathing in Las Vegas ,7.7,1998.0
The Invention of Lying ,6.4,2009.0
Neighbors ,6.4,2014.0
The Mask ,6.9,1994.0
Big ,7.3,1988.0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,7.3,2006.0
Legally Blonde ,6.2,2001.0
Star Trek III: The Search for Spock ,6.6,1984.0
The Exorcism of Emily Rose ,6.7,2005.0
Deuce Bigalow: Male Gigolo ,5.7,1999.0
Left Behind ,3.1,2014.0
The Family Stone ,6.3,2005.0
Barbershop 2: Back in Business ,5.7,2004.0
Bad Santa ,7.1,2003.0
Austin Powers: International Man of Mystery ,7.0,1997.0
My Big Fat Greek Wedding 2 ,6.1,2016.0
Diary of a Wimpy Kid: Rodrick Rules ,6.6,2011.0
Predator ,7.8,1987.0
Amadeus ,8.3,1984.0
Prom Night ,3.9,2008.0
Mean Girls ,7.0,2004.0
Under the Tuscan Sun ,6.7,2003.0
Gosford Park ,7.3,2001.0
The O.C.             ,7.5,
Peggy Sue Got Married ,6.3,1986.0
Birdman or (The Unexpected Virtue of Ignorance) ,7.8,2014.0
Blue Jasmine ,7.3,2013.0
United 93 ,7.6,2006.0
Honey ,5.3,2003.0
Glory ,7.9,1989.0
Spy Hard ,5.3,1996.0
The Fog ,6.8,1980.0
Soul Surfer ,7.1,2011.0
Catch-22 ,7.2,1970.0
Observe and Report ,5.8,2009.0
Conan the Destroyer ,5.8,1984.0
Raging Bull ,8.3,1980.0
Love Happens ,5.6,2009.0
Young Sherlock Holmes ,6.8,1985.0
Fame ,5.0,2009.0
127 Hours ,7.6,2010.0
Small Time Crooks ,6.7,2000.0
Center Stage ,6.7,2000.0
Love the Coopers ,5.7,2015.0
Catch That Kid ,5.2,2004.0
Life as a House ,7.5,2001.0
Steve Jobs ,7.2,2015.0
"I Love You, Beth Cooper ",5.3,2009.0
Youth in Revolt ,6.5,2009.0
The Legend of the Lone Ranger ,5.0,1981.0
The Tailor of Panama ,6.1,2001.0
Blow Out ,7.4,1981.0
Getaway ,4.4,2013.0
The Ice Storm ,7.5,1997.0
And So It Goes ,5.7,2014.0
Troop Beverly Hills ,5.5,1989.0
Being Julia ,7.1,2004.0
9½ Weeks ,5.9,1986.0
Dragonslayer ,6.7,1981.0
The Last Station ,7.0,2009.0
Ed Wood ,7.9,1994.0
Labor Day ,6.9,2013.0
Mongol: The Rise of Genghis Khan ,7.3,2007.0
RocknRolla ,7.3,2008.0
Megaforce ,3.5,1982.0
Hamlet ,7.8,1996.0
Mao's Last Dancer ,7.4,2009.0
Midnight Special ,6.7,2016.0
Anything Else ,6.4,2003.0
The Railway Man ,7.1,2013.0
Unforgettable             ,6.7,
The White Ribbon ,7.8,2009.0
Restoration ,4.0,2016.0
The Wraith ,5.9,1986.0
The Salton Sea ,7.2,2002.0
Metallica Through the Never ,7.2,2013.0
The Informers ,5.1,2008.0
Carlos             ,7.7,
I Come with the Rain ,5.5,2009.0
One Man's Hero ,6.2,1999.0
Day of the Dead ,7.2,1985.0
I Am Wrath ,5.2,2016.0
Renaissance ,6.7,2006.0
Forsaken ,6.3,2015.0
Red Sonja ,5.0,1985.0
Red Lights ,6.2,2012.0
Superbad ,7.6,2007.0
Madea Goes to Jail ,4.1,2009.0
Wolves ,5.3,2014.0
Step Up 2: The Streets ,6.2,2008.0
Hoodwinked! ,6.5,2005.0
Hotel Rwanda ,8.1,2004.0
Hitman ,6.3,2007.0
Black Nativity ,4.4,2013.0
The Prince ,4.6,2014.0
City of Ghosts ,6.0,2002.0
The Others ,7.6,2001.0
Aliens ,8.4,1986.0
My Fair Lady ,7.9,1964.0
I Know What You Did Last Summer ,5.6,1997.0
Let's Be Cops ,6.5,2014.0
Sideways ,7.5,2004.0
Beerfest ,6.3,2006.0
Halloween ,7.9,1978.0
Hero ,7.9,2002.0
Good Boy! ,5.1,2003.0
The Best Man Holiday ,6.7,2013.0
Smokin' Aces ,6.7,2006.0
Saw 3D: The Final Chapter ,5.6,2010.0
40 Days and 40 Nights ,5.6,2002.0
TRON: Legacy ,6.8,2010.0
A Night at the Roxbury ,6.2,1998.0
Beastly ,5.6,2011.0
The Hills Have Eyes ,6.4,2006.0
Dickie Roberts: Former Child Star ,5.6,2003.0
"McFarland, USA ",7.4,2015.0
Lottery Ticket ,4.9,2010.0
ATL ,6.0,2006.0
Pitch Perfect ,7.2,2012.0
Summer Catch ,4.9,2001.0
A Simple Plan ,7.5,1998.0
They ,4.8,2002.0
Larry the Cable Guy: Health Inspector ,3.1,2006.0
The Adventures of Elmo in Grouchland ,5.8,1999.0
Brooklyn's Finest ,6.7,2009.0
55 Days at Peking ,6.8,1963.0
Evil Dead ,6.5,2013.0
My Life in Ruins ,5.9,2009.0
American Dreamz ,5.5,2006.0
Superman IV: The Quest for Peace ,3.6,1987.0
How She Move ,3.3,2007.0
Running Scared ,7.4,2006.0
Bobby Jones: Stroke of Genius ,6.7,2004.0
Shanghai Surprise ,3.0,1986.0
The Illusionist ,7.6,2006.0
Roar ,6.4,1981.0
Veronica Guerin ,6.9,2003.0
Escobar: Paradise Lost ,6.6,2014.0
Southland Tales ,5.5,2006.0
Dragon Hunters ,6.6,2008.0
Damnation Alley ,5.2,1977.0
The Apparition ,4.1,2012.0
My Girl ,6.8,1991.0
Fur: An Imaginary Portrait of Diane Arbus ,6.5,2006.0
The Illusionist ,7.6,2006.0
Wall Street ,7.4,1987.0
Sense and Sensibility ,7.7,1995.0
Becoming Jane ,7.1,2007.0
Sydney White ,6.3,2007.0
House of Sand and Fog ,7.6,2003.0
Dead Poets Society ,8.0,1989.0
Dumb & Dumber ,7.3,1994.0
When Harry Met Sally... ,7.6,1989.0
The Verdict ,7.8,1982.0
Road Trip ,6.5,2000.0
Varsity Blues ,6.4,1999.0
The Artist ,8.0,2011.0
The Unborn ,4.8,2009.0
Moonrise Kingdom ,7.8,2012.0
The Texas Chainsaw Massacre: The Beginning ,5.9,2006.0
The Young Messiah ,5.4,2016.0
The Master of Disguise ,3.3,2002.0
Pan's Labyrinth ,8.2,2006.0
The Messengers             ,6.6,
See Spot Run ,5.4,2001.0
Baby Boy ,6.4,2001.0
The Roommate ,4.8,2011.0
Joe Dirt ,5.9,2001.0
Double Impact ,5.5,1991.0
Hot Fuzz ,7.9,2007.0
The Women ,4.9,2008.0
Vicky Cristina Barcelona ,7.2,2008.0
Arn: The Knight Templar ,6.6,2007.0
Bad Moms ,6.7,2016.0
Boys and Girls ,5.3,2000.0
White Oleander ,7.2,2002.0
Jennifer's Body ,5.1,2009.0
Drowning Mona ,5.6,2000.0
Radio Days ,7.6,1987.0
Left Behind ,3.1,2014.0
Remember Me ,7.2,2010.0
How to Deal ,5.7,2003.0
My Stepmother Is an Alien ,5.2,1988.0
Philadelphia ,7.7,1993.0
The Thirteenth Floor ,7.0,1999.0
The Cookout ,3.6,2004.0
Meteor ,4.9,1979.0
Duets ,6.0,2000.0
Hollywood Ending ,6.6,2002.0
Detroit Rock City ,6.8,1999.0
Highlander ,7.2,1986.0
Things We Lost in the Fire ,7.2,2007.0
Steel ,2.8,1997.0
The Immigrant ,6.6,2013.0
The White Countess ,6.7,2005.0
Trance ,7.0,2013.0
Soul Plane ,4.4,2004.0
Welcome to the Sticks ,7.1,2008.0
Good ,6.2,2008.0
Enter the Void ,7.3,2009.0
Vamps ,5.1,2012.0
Hachi: A Dog's Tale ,8.1,2009.0
Zulu ,6.7,2013.0
The Homesman ,6.6,2014.0
Juwanna Mann ,4.5,2002.0
Lilyhammer             ,8.1,
Ararat ,6.6,2002.0
Madison ,6.5,2001.0
Slow Burn ,5.9,2005.0
Wasabi ,6.6,2001.0
Slither ,6.5,2006.0
Beverly Hills Cop ,7.3,1984.0
Home Alone ,7.5,1990.0
3 Men and a Baby ,5.9,1987.0
Tootsie ,7.4,1982.0
Top Gun ,6.9,1986.0
"Crouching Tiger, Hidden Dragon ",7.9,2000.0
American Beauty ,8.4,1999.0
The King's Speech ,8.0,2010.0
Twins ,6.0,1988.0
Scream: The TV Series             ,7.3,
The Yellow Handkerchief ,6.8,2008.0
The Color Purple ,7.8,1985.0
Tidal Wave ,5.7,2009.0
Ben-Hur ,6.1,2016.0
The Imitation Game ,8.1,2014.0
Private Benjamin ,6.1,1980.0
Coal Miner's Daughter ,7.5,1980.0
Diary of a Wimpy Kid ,6.2,2010.0
Mama ,6.2,2013.0
Halloween ,7.9,1978.0
National Lampoon's Vacation ,7.4,1983.0
Bad Grandpa ,6.6,2013.0
The Queen ,7.3,2006.0
Beetlejuice ,7.5,1988.0
Why Did I Get Married? ,5.6,2007.0
Little Women ,7.3,1994.0
The Woman in Black ,6.4,2012.0
When a Stranger Calls ,5.0,2006.0
Big Fat Liar ,5.4,2002.0
The Deer Hunter ,8.2,1978.0
Wag the Dog ,7.1,1997.0
The Lizzie McGuire Movie ,5.3,2003.0
Snitch ,6.5,2013.0
Krampus ,6.2,2015.0
The Faculty ,6.4,1998.0
What's Love Got to Do with It ,7.2,1993.0
Cop Land ,6.9,1997.0
Not Another Teen Movie ,5.7,2001.0
End of Watch ,7.7,2012.0
Aloha ,5.4,2015.0
The Skulls ,5.6,2000.0
The Theory of Everything ,7.7,2014.0
Malibu's Most Wanted ,5.1,2003.0
Where the Heart Is ,6.8,2000.0
Lawrence of Arabia ,8.4,1962.0
Halloween II ,4.9,2009.0
Wild ,7.1,2014.0
The Last House on the Left ,6.6,2009.0
The Wedding Date ,6.1,2005.0
Halloween: Resurrection ,4.1,2002.0
Clash of the Titans ,5.8,2010.0
The Princess Bride ,8.1,1987.0
The Great Debaters ,7.6,2007.0
Drive ,7.8,2011.0
Confessions of a Teenage Drama Queen ,4.6,2004.0
The Object of My Affection ,6.0,1998.0
28 Weeks Later ,7.0,2007.0
When the Game Stands Tall ,6.7,2014.0
Because of Winn-Dixie ,6.4,2005.0
Love & Basketball ,7.2,2000.0
Grosse Pointe Blank ,7.4,1997.0
All About Steve ,4.8,2009.0
Book of Shadows: Blair Witch 2 ,4.0,2000.0
The Craft ,6.2,1996.0
Match Point ,7.7,2005.0
Ramona and Beezus ,6.7,2010.0
The Remains of the Day ,7.9,1993.0
Boogie Nights ,7.9,1997.0
Nowhere to Run ,5.5,1993.0
Flicka ,6.2,2006.0
The Hills Have Eyes II ,5.1,2007.0
Urban Legends: Final Cut ,4.1,2000.0
Tuck Everlasting ,6.7,2002.0
The Marine ,4.7,2006.0
Keanu ,6.4,2016.0
Country Strong ,6.3,2010.0
Disturbing Behavior ,5.5,1998.0
The Place Beyond the Pines ,7.3,2012.0
The November Man ,6.3,2014.0
Eye of the Beholder ,4.9,1999.0
The Hurt Locker ,7.6,2008.0
Firestarter ,6.0,1984.0
Killing Them Softly ,6.2,2012.0
A Most Wanted Man ,6.8,2014.0
Freddy Got Fingered ,4.5,2001.0
The Pirates Who Don't Do Anything: A VeggieTales Movie ,5.7,2008.0
U2 3D ,8.4,2007.0
Highlander: Endgame ,4.6,2000.0
Idlewild ,6.2,2006.0
One Day ,7.0,2011.0
Whip It ,6.9,2009.0
Knockaround Guys ,6.1,2001.0
Confidence ,6.7,2003.0
The Muse ,5.6,1999.0
De-Lovely ,6.6,2004.0
New York Stories ,6.4,1989.0
Barney's Great Adventure ,2.8,1998.0
The Man with the Iron Fists ,5.4,2012.0
Home Fries ,5.0,1998.0
Here on Earth ,5.1,2000.0
Brazil ,8.0,1985.0
Raise Your Voice ,5.9,2004.0
The Dead Zone             ,7.5,
The Big Lebowski ,8.2,1998.0
Black Snake Moan ,7.0,2006.0
Dark Blue ,6.6,2002.0
A Mighty Heart ,6.7,2007.0
Whatever It Takes ,5.5,2000.0
Boat Trip ,4.9,2002.0
The Importance of Being Earnest ,6.9,2002.0
The Love Letter ,7.4,1998.0
Hoot ,5.6,2006.0
In Bruges ,8.0,2008.0
Peeples ,5.3,2013.0
The Rocker ,6.2,2008.0
Post Grad ,5.3,2009.0
Promised Land ,6.6,2012.0
Whatever Works ,7.2,2009.0
The In Crowd ,4.6,2000.0
Three Burials ,7.5,2005.0
Jakob the Liar ,6.5,1999.0
Kiss Kiss Bang Bang ,7.6,2005.0
Idle Hands ,6.2,1999.0
Mulholland Drive ,8.0,2001.0
Blood and Chocolate ,5.5,2007.0
You Will Meet a Tall Dark Stranger ,6.3,2010.0
Never Let Me Go ,7.2,2010.0
The Company             ,7.9,
Transsiberian ,6.7,2008.0
The Clan of the Cave Bear ,5.3,1986.0
Crazy in Alabama ,6.3,1999.0
Funny Games ,6.5,2007.0
Listening ,5.6,2014.0
Felicia's Journey ,7.0,1999.0
Metropolis ,8.3,1927.0
District B13 ,7.2,2004.0
Things to Do in Denver When You're Dead ,6.8,1995.0
The Assassin ,6.4,2015.0
Buffalo Soldiers ,6.9,2001.0
The Return ,8.0,2003.0
Ong-bak 2 ,6.2,2008.0
Centurion ,6.4,2010.0
Silent Trigger ,5.6,1996.0
The Midnight Meat Train ,6.1,2008.0
Winnie Mandela ,6.0,2011.0
The Son of No One ,5.1,2011.0
All the Queen's Men ,4.5,2001.0
The Good Night ,5.9,2007.0
Bathory: Countess of Blood ,6.0,2008.0
Khumba ,5.8,2013.0
Automata ,6.1,2014.0
Dungeons & Dragons: Wrath of the Dragon God ,4.9,2005.0
Chiamatemi Francesco - Il Papa della gente ,5.7,2015.0
Shinjuku Incident ,7.1,2009.0
Pandaemonium ,6.6,2000.0
Groundhog Day ,8.1,1993.0
Magic Mike XXL ,5.7,2015.0
Romeo + Juliet ,6.8,1996.0
Sarah's Key ,7.5,2010.0
Freedom ,6.2,2014.0
Unforgiven ,8.3,1992.0
Manderlay ,7.4,2005.0
Slumdog Millionaire ,8.0,2008.0
Fatal Attraction ,6.9,1987.0
Pretty Woman ,6.9,1990.0
Towering Inferno             ,9.5,
Crocodile Dundee II ,5.5,1988.0
Broken Horses ,5.7,2015.0
Born on the Fourth of July ,7.2,1989.0
Cool Runnings ,6.9,1993.0
My Bloody Valentine ,5.5,2009.0
The Possession ,5.9,2012.0
First Blood ,7.7,1982.0
Stomp the Yard ,5.2,2007.0
The Spy Who Loved Me ,7.1,1977.0
Ghost Hunters             ,6.6,
Urban Legend ,5.5,1998.0
Dangerous Liaisons ,7.7,1988.0
Good Deeds ,5.4,2012.0
White Fang ,6.7,1991.0
Superstar ,5.0,1999.0
The Iron Lady ,6.4,2011.0
Jonah: A VeggieTales Movie ,6.6,2002.0
Poetic Justice ,5.9,1993.0
All About the Benjamins ,5.7,2002.0
Vampire in Brooklyn ,4.5,1995.0
Exorcist II: The Heretic ,3.7,1977.0
An American Haunting ,5.0,2005.0
My Boss's Daughter ,4.6,2003.0
A Perfect Getaway ,6.5,2009.0
Our Family Wedding ,4.9,2010.0
Dead Man on Campus ,6.0,1998.0
Tea with Mussolini ,6.9,1999.0
Thinner ,5.7,1996.0
"New York, New York ",6.7,1977.0
Crooklyn ,6.9,1994.0
I Think I Love My Wife ,5.5,2007.0
Jason X ,4.4,2001.0
Big Fat Liar ,5.4,2002.0
Bobby ,7.0,2006.0
Head Over Heels ,5.4,2001.0
Fun Size ,5.4,2012.0
The Diving Bell and the Butterfly ,8.0,2007.0
Little Children ,7.6,2006.0
Gossip ,5.9,2000.0
A Walk on the Moon ,6.6,1999.0
Catch a Fire ,6.7,2006.0
Soul Survivors ,3.9,2001.0
Jefferson in Paris ,5.7,1995.0
Easy Virtue ,6.7,2008.0
Caravans ,6.5,1978.0
Mr. Turner ,6.8,2014.0
Wild Grass ,6.3,2009.0
Amen. ,7.3,2002.0
Reign of Assassins ,6.9,2010.0
The Lucky Ones ,7.0,2008.0
Margaret ,6.5,2011.0
Stan Helsing ,3.6,2009.0
Flipped ,7.7,2010.0
Brokeback Mountain ,7.7,2005.0
Teenage Mutant Ninja Turtles ,5.9,2014.0
Clueless ,6.8,1995.0
Far from Heaven ,7.4,2002.0
Hot Tub Time Machine 2 ,5.1,2015.0
Dekalog             ,9.1,
Quills ,7.4,2000.0
Seven Psychopaths ,7.2,2012.0
The Caveman's Valentine ,6.0,2001.0
The Border             ,7.4,
Downfall ,8.3,2004.0
The Sea Inside ,8.1,2004.0
Under the Skin ,6.3,2013.0
"Good Morning, Vietnam ",7.3,1987.0
The Last Godfather ,3.6,2010.0
Justin Bieber: Never Say Never ,1.6,2011.0
Black Swan ,8.0,2010.0
RoboCop ,6.2,2014.0
The Godfather: Part II ,9.0,1974.0
Save the Last Dance ,6.1,2001.0
A Nightmare on Elm Street 4: The Dream Master ,5.7,1988.0
Miracles from Heaven ,6.8,2016.0
"Dude, Where's My Car? ",5.5,2000.0
Young Guns ,6.8,1988.0
St. Vincent ,7.3,2014.0
About Last Night ,6.1,2014.0
10 Things I Hate About You ,7.2,1999.0
The New Guy ,5.9,2002.0
Loaded Weapon 1 ,6.1,1993.0
The Shallows ,6.8,2016.0
The Butterfly Effect ,7.7,2004.0
Snow Day ,4.9,2000.0
This Christmas ,6.1,2007.0
Baby Geniuses ,2.5,1999.0
The Big Hit ,6.1,1998.0
Harriet the Spy ,5.9,1996.0
Child's Play 2 ,5.7,1990.0
No Good Deed ,5.6,2014.0
The Mist ,7.2,2007.0
Ex Machina ,7.7,2015.0
Being John Malkovich ,7.8,1999.0
Two Can Play That Game ,6.1,2001.0
Earth to Echo ,5.8,2014.0
Crazy/Beautiful ,6.5,2001.0
Letters from Iwo Jima ,7.9,2006.0
The Astronaut Farmer ,6.3,2006.0
Woo ,3.8,1998.0
Room ,8.3,2015.0
Dirty Work ,6.4,1998.0
Serial Mom ,6.7,1994.0
Dick ,6.1,1999.0
Del 1 - Män som hatar kvinnor             ,8.1,
Light It Up ,6.0,1999.0
54 ,5.8,1998.0
Bubble Boy ,5.6,2001.0
Birthday Girl ,6.1,2001.0
21 & Over ,5.9,2013.0
"Paris, je t'aime ",7.3,2006.0
Resurrecting the Champ ,6.8,2007.0
Admission ,5.7,2013.0
The Widow of Saint-Pierre ,7.3,2000.0
Chloe ,6.3,2009.0
Faithful ,5.9,1996.0
Brothers ,7.1,2009.0
Find Me Guilty ,7.1,2006.0
The Perks of Being a Wallflower ,8.0,2012.0
Excessive Force ,5.1,1993.0
Infamous ,7.1,2006.0
The Claim ,6.5,2000.0
The Vatican Tapes ,4.5,2015.0
Attack the Block ,6.6,2011.0
In the Land of Blood and Honey ,4.3,2011.0
The Call ,6.7,2013.0
Operation Chromite ,6.8,2016.0
The Crocodile Hunter: Collision Course ,5.4,2002.0
I Love You Phillip Morris ,6.6,2009.0
Quest for Fire ,7.4,1981.0
Antwone Fisher ,7.3,2002.0
The Emperor's Club ,6.9,2002.0
True Romance ,8.0,1993.0
Womb ,6.4,2010.0
Glengarry Glen Ross ,7.8,1992.0
The Killer Inside Me ,6.1,2010.0
Cat People ,6.1,1982.0
Sorority Row ,5.1,2009.0
The Prisoner of Zenda ,7.8,1937.0
Lars and the Real Girl ,7.4,2007.0
The Boy in the Striped Pajamas ,7.8,2008.0
Dancer in the Dark ,8.0,2000.0
Oscar and Lucinda ,6.7,1997.0
The Funeral ,6.6,1996.0
Solitary Man ,6.4,2009.0
Machete ,6.7,2010.0
Casino Jack ,6.2,2010.0
The Land Before Time ,7.3,1988.0
Tae Guk Gi: The Brotherhood of War ,8.1,2004.0
The Perfect Game ,7.0,2009.0
The Exorcist ,8.0,1973.0
Jaws ,8.0,1975.0
American Pie ,7.0,1999.0
Ernest & Celestine ,7.9,2012.0
The Golden Child ,5.9,1986.0
Think Like a Man ,6.6,2012.0
Barbershop ,6.3,2002.0
Star Trek II: The Wrath of Khan ,7.7,1982.0
Ace Ventura: Pet Detective ,6.9,1994.0
WarGames ,7.1,1983.0
Witness ,7.4,1985.0
Act of Valor ,6.5,2012.0
Step Up ,6.5,2006.0
Beavis and Butt-Head Do America ,6.8,1996.0
Jackie Brown ,7.5,1997.0
Harold & Kumar Escape from Guantanamo Bay ,6.6,2008.0
Chronicle ,7.1,2012.0
Yentl ,6.6,1983.0
Time Bandits ,7.0,1981.0
Crossroads ,3.3,2002.0
Project X ,6.7,2012.0
Patton ,8.0,1970.0
One Hour Photo ,6.8,2002.0
Quarantine ,6.0,2008.0
The Eye ,5.4,2008.0
Johnson Family Vacation ,4.3,2004.0
How High ,6.2,2001.0
The Muppet Christmas Carol ,7.7,1992.0
Casino Royale ,8.0,2006.0
Frida ,7.4,2002.0
Katy Perry: Part of Me ,5.9,2012.0
The Fault in Our Stars ,7.8,2014.0
Rounders ,7.4,1998.0
Top Five ,6.5,2014.0
Prophecy ,5.4,1979.0
Stir of Echoes ,7.0,1999.0
Spartacus: War of the Damned             ,8.6,
Philomena ,7.6,2013.0
The Upside of Anger ,6.9,2005.0
The Boys from Brazil ,7.0,1978.0
Aquamarine ,5.3,2006.0
Paper Towns ,6.4,2015.0
My Baby's Daddy ,4.5,2004.0
Nebraska ,7.8,2013.0
Tales from the Crypt: Demon Knight ,6.7,1995.0
Max Keeble's Big Move ,5.3,2001.0
Young Adult ,6.3,2011.0
Crank ,7.0,2006.0
How to Be a Player ,5.3,1997.0
Living Out Loud ,6.6,1998.0
Just Wright ,5.8,2010.0
Rachel Getting Married ,6.7,2008.0
The Postman Always Rings Twice ,6.6,1981.0
Girl with a Pearl Earring ,7.0,2003.0
Das Boot ,8.4,1981.0
The Alamo ,6.0,2004.0
Sorority Boys ,5.4,2002.0
About Time ,7.8,2013.0
House of Flying Daggers ,7.6,2004.0
Arbitrage ,6.6,2012.0
Project Almanac ,6.4,2015.0
Cadillac Records ,7.0,2008.0
Screwed ,5.7,2000.0
Fortress ,5.9,1992.0
For Your Consideration ,6.3,2006.0
Celebrity ,6.3,1998.0
Running with Scissors ,6.2,2006.0
From Justin to Kelly ,2.1,2003.0
Girl 6 ,5.0,1996.0
In the Cut ,5.3,2003.0
Two Lovers ,7.1,2008.0
Last Orders ,7.0,2001.0
The Host ,7.0,2006.0
The Pursuit of D.B. Cooper ,5.7,1981.0
Ravenous ,7.1,1999.0
Charlie Bartlett ,7.0,2007.0
The Great Beauty ,7.7,2013.0
The Dangerous Lives of Altar Boys ,7.1,2002.0
Stoker ,6.8,2013.0
2046 ,7.5,2004.0
Married Life ,6.3,2007.0
Duma ,7.3,2005.0
Ondine ,6.8,2009.0
Brother ,7.2,2000.0
Welcome to Collinwood ,6.4,2002.0
Critical Care ,6.0,1997.0
The Life Before Her Eyes ,6.4,2007.0
Darling Companion ,5.1,2012.0
Trade ,7.5,2007.0
Fateless ,7.1,2005.0
Breakfast of Champions ,4.6,1999.0
"A Woman, a Gun and a Noodle Shop ",5.7,2009.0
Cypher ,6.8,2002.0
City of Life and Death ,7.7,2009.0
Home ,6.7,2015.0
Legend of Kung Fu Rabbit ,3.2,2011.0
Space Battleship Yamato ,6.1,2010.0
5 Days of War ,5.6,2011.0
Triangle ,6.9,2009.0
10 Days in a Madhouse ,7.5,2015.0
Heaven Is for Real ,5.8,2014.0
Snatch ,8.3,2000.0
